record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0010472,25-03-2026,SCH-0565,8,118,90,1,Class Teacher
ATT0008282,27-05-2025,SCH-0008,3,178,157,1,Class Teacher
ATT0004336,14-05-2025,SCH-0540,7,240,206,1,Headmaster
ATT0010814,23-12-2025,SCH-0296,3,249,236,1,Not Recorded
ATT0016627,27-10-2025,SCH-0359,5,159,118,0,Headmaster
ATT0005710,11-08-2025,SCH-0104,4,146,133,1,Class Teacher
ATT0019794,30-06-2025,SCH-0263,5,261,246,1,Not Recorded
ATT0005115,14-02-2026,SCH-0096,4,245,205,1,Headmaster
ATT0007175,05-08-2025,SCH-0536,4,274,256,0,Class Teacher
ATT0008588,21-01-2026,SCH-0557,1,218,138,1,Headmaster
ATT0016653,19-05-2025,SCH-0550,5,194,118,0,Headmaster
ATT0005213,26-08-2025,SCH-0167,4,170,117,1,Headmaster
ATT0003642,27-08-2025,SCH-0449,1,214,209,1,Not Recorded
ATT0009953,04-09-2025,SCH-0286,6,172,160,1,Headmaster
ATT0009035,03-04-2025,SCH-0151,5,40,24,1,Not Recorded
ATT0019559,04-12-2025,SCH-0522,1,144,136,1,Clerk
ATT0000022,04-02-2026,SCH-0571,8,132,101,1,Not Recorded
ATT0003719,08-05-2025,SCH-0481,10,223,180,0,Admin
ATT0002903,18-02-2026,SCH-0579,2,46,44,1,Clerk
ATT0017039,31-05-2025,SCH-0405,5,126,110,0,Clerk
ATT0013600,19-04-2025,SCH-0180,6,167,160,1,Class Teacher
ATT0005535,02-03-2026,SCH-0386,8,50,35,1,Headmaster
ATT0013263,05-09-2025,SCH-0535,4,196,189,1,Admin
ATT0011043,06-05-2025,SCH-0387,1,151,121,1,Not Recorded
ATT0000780,16-01-2026,SCH-0434,4,193,121,0,Admin
ATT0016509,13-09-2025,SCH-0578,4,235,212,1,Clerk
ATT0007421,21-02-2026,SCH-0570,3,300,270,1,Headmaster
ATT0015829,13-08-2025,SCH-0297,7,133,127,1,Admin
ATT0014648,15-03-2026,SCH-0162,2,115,87,1,Class Teacher
ATT0006529,20-07-2025,SCH-0352,7,108,108,1,Clerk
ATT0003432,28-08-2025,SCH-0402,4,294,234,0,Clerk
,13-11-2025,SCH-0128,3,299,199,1,Admin
ATT0011982,17-09-2025,SCH-0042,7,259,259,1,Clerk
ATT0019826,20-06-2025,SCH-0524,3,58,48,1,Class Teacher
ATT0012404,15-04-2025,SCH-0234,9,235,199,1,Not Recorded
ATT0015710,24-01-2026,SCH-0174,5,151,130,1,Headmaster
ATT0004260,21-09-2025,SCH-0567,8,299,214,1,Not Recorded
ATT0004726,25-07-2025,SCH-0479,7,248,180,1,Headmaster
ATT0001470,03-01-2026,SCH-0487,5,41,37,0,Class Teacher
ATT0013755,27-11-2025,SCH-0336,4,199,154,0,Headmaster
,12-05-2025,SCH-0019,7,172,113,1,Headmaster
ATT0019364,01-05-2025,SCH-0582,3,170,129,1,Clerk
ATT0012484,30-10-2025,SCH-0424,4,170,102,1,Admin
,06-01-2026,SCH-0153,5,132,111,1,Admin
ATT0017122,13-11-2025,SCH-0295,4,215,203,1,Admin
ATT0008425,08-08-2025,SCH-0210,5,244,160,1,Headmaster
ATT0000369,15-03-2026,SCH-0348,7,185,176,0,Headmaster
ATT0019107,24-12-2025,SCH-0566,9,93,62,0,Headmaster
ATT0011786,24-11-2025,SCH-0487,4,168,125,1,Not Recorded
ATT0009608,31-12-2025,SCH-0588,6,80,53,0,Headmaster
ATT0016251,29-11-2025,SCH-0579,5,75,88,1,Headmaster
ATT0009492,16-08-2025,SCH-0142,3,191,153,1,Clerk
ATT0000065,12-02-2026,SCH-0140,3,68,54,0,Not Recorded
ATT0011385,26-08-2025,SCH-0106,6,155,102,1,Clerk
ATT0004211,17-11-2025,SCH-0484,1,268,176,1,Clerk
ATT0012344,30-07-2025,SCH-0539,9,178,145,1,Headmaster
ATT0015855,07-06-2025,SCH-0436,1,229,185,0,Clerk
ATT0016446,07-04-2025,SCH-0053,8,255,271,1,Headmaster
ATT0001722,18-09-2025,SCH-0392,4,155,113,1,Headmaster
ATT0015657,01-12-2025,SCH-0187,1,56,52,1,Headmaster
ATT0005325,30-08-2025,SCH-0302,1,99,76,1,Headmaster
ATT0004061,24-05-2025,SCH-0234,3,112,94,1,Headmaster
ATT0007281,02-09-2025,SCH-0125,2,67,56,1,Not Recorded
ATT0010684,18-09-2025,SCH-0178,6,208,157,1,Clerk
ATT0001825,09-02-2026,SCH-0256,8,163,138,1,Headmaster
,01-04-2025,SCH-0013,7,170,119,1,Not Recorded
ATT0013515,16-09-2025,SCH-0396,2,59,49,1,Headmaster
ATT0002356,23-03-2026,SCH-0600,1,75,64,1,Not Recorded
ATT0018528,02-03-2026,SCH-0424,2,68,47,0,Class Teacher
ATT0003759,19-02-2026,SCH-0139,2,265,191,1,Headmaster
ATT0003233,16-02-2026,SCH-0376,3,205,205,1,Clerk
ATT0018276,07-01-2026,SCH-0432,9,196,167,1,Admin
ATT0001919,05-02-2026,SCH-0314,4,237,187,1,Not Recorded
ATT0014561,25-12-2025,SCH-0283,1,252,222,0,Class Teacher
ATT0019317,31-12-2025,SCH-0179,7,50,39,1,Admin
,03-01-2026,SCH-0474,2,179,174,1,Headmaster
ATT0001832,24-10-2025,SCH-0332,1,102,79,1,Headmaster
ATT0008540,07-02-2026,SCH-0524,8,153,132,1,Headmaster
ATT0001243,14-10-2025,SCH-0181,8,57,38,0,Admin
ATT0017665,28-07-2025,SCH-0541,5,162,148,1,Clerk
ATT0009352,15-08-2025,SCH-0597,1,190,134,1,Admin
ATT0015067,16-12-2025,SCH-0528,2,240,164,1,Headmaster
ATT0016800,03-09-2025,SCH-0200,10,181,135,1,Headmaster
ATT0004657,09-06-2025,SCH-0134,1,83,79,1,Headmaster
ATT0013063,01-10-2025,SCH-0443,2,225,190,1,Admin
ATT0008999,27-08-2025,SCH-0191,4,262,205,1,Not Recorded
ATT0016470,06-11-2025,SCH-0347,5,300,192,0,Clerk
ATT0018176,03-02-2026,SCH-0067,2,209,142,1,Not Recorded
,20-02-2026,SCH-0514,6,64,50,1,Not Recorded
ATT0020000,27-02-2026,SCH-0401,6,84,66,0,Class Teacher
,24-10-2025,SCH-0331,3,159,97,1,Headmaster
ATT0008344,11-06-2025,SCH-0561,4,171,162,1,Admin
ATT0019005,23-08-2025,SCH-0030,1,222,206,1,Class Teacher
ATT0013867,31-10-2025,SCH-0231,2,253,223,1,Admin
ATT0008894,26-03-2026,SCH-0146,8,208,195,1,Clerk
ATT0004860,20-10-2025,SCH-0038,5,46,43,1,Admin
ATT0007491,27-09-2025,SCH-0095,1,85,58,0,Headmaster
ATT0018597,07-03-2026,SCH-0309,4,220,191,1,Headmaster
ATT0012311,26-01-2026,SCH-0224,1,251,189,1,Headmaster
ATT0011860,19-02-2026,SCH-0409,3,107,66,1,Headmaster
ATT0013703,30-12-2025,SCH-0250,9,266,167,1,Clerk
ATT0001223,08-05-2025,SCH-0211,3,193,154,1,Headmaster
ATT0001778,28-03-2026,SCH-0061,8,127,123,1,Clerk
ATT0019219,07-05-2025,SCH-0444,1,277,296,1,Class Teacher
ATT0016430,04-07-2025,SCH-0378,7,41,26,1,Headmaster
ATT0018913,10-05-2025,SCH-0485,10,167,187,1,Clerk
ATT0013500,25-11-2025,SCH-0024,5,68,48,1,Class Teacher
ATT0011134,24-08-2025,SCH-0347,3,117,112,0,Class Teacher
ATT0014929,27-04-2025,SCH-0354,10,237,255,1,Class Teacher
ATT0008511,10-01-2026,SCH-0352,3,170,119,1,Headmaster
ATT0008702,08-01-2026,SCH-0394,10,97,67,1,Clerk
ATT0018539,19-06-2025,SCH-0515,1,264,277,1,Class Teacher
ATT0006401,17-01-2026,SCH-0298,3,254,229,0,Clerk
ATT0017441,17-09-2025,SCH-0292,5,80,80,1,Not Recorded
ATT0015274,23-01-2026,SCH-0511,3,204,140,1,Not Recorded
ATT0000749,18-03-2026,SCH-0411,4,144,88,1,Class Teacher
ATT0007272,15-12-2025,SCH-0562,1,168,132,1,Headmaster
ATT0005247,07-02-2026,SCH-0509,2,102,93,1,Headmaster
ATT0001260,25-11-2025,SCH-0520,1,52,50,1,Class Teacher
ATT0007174,07-04-2025,SCH-0250,1,101,61,1,Clerk
ATT0001889,19-02-2026,SCH-0171,1,43,27,1,Headmaster
ATT0012349,15-06-2025,SCH-0096,8,47,31,1,Not Recorded
ATT0000712,14-01-2026,SCH-0207,1,72,92,1,Headmaster
ATT0019917,10-09-2025,SCH-0415,4,288,193,0,Headmaster
ATT0014267,03-05-2025,SCH-0522,10,245,153,1,Clerk
ATT0000225,20-04-2025,SCH-0388,4,142,142,1,Not Recorded
ATT0007938,09-03-2026,SCH-0283,4,246,148,1,Headmaster
ATT0013989,26-12-2025,SCH-0040,1,254,157,0,Class Teacher
ATT0004809,09-07-2025,SCH-0212,4,178,156,1,Clerk
ATT0003330,02-10-2025,SCH-0524,9,258,229,1,Admin
ATT0003294,24-05-2025,SCH-0165,8,126,102,0,Class Teacher
ATT0017798,23-06-2025,SCH-0512,5,116,107,1,Class Teacher
ATT0011485,25-07-2025,SCH-0402,6,244,162,0,Headmaster
ATT0013279,27-03-2026,SCH-0025,2,91,59,1,Headmaster
ATT0011883,13-09-2025,SCH-0503,2,88,83,0,Admin
ATT0003846,19-08-2025,SCH-0500,8,271,182,0,Headmaster
ATT0012086,01-03-2026,SCH-0347,8,62,54,1,Clerk
ATT0005552,31-08-2025,SCH-0312,1,171,187,0,Headmaster
ATT0012625,03-02-2026,SCH-0121,10,129,110,0,Not Recorded
ATT0008297,22-07-2025,SCH-0053,3,270,264,0,Headmaster
ATT0019776,22-01-2026,SCH-0588,7,264,225,1,Admin
ATT0001795,08-06-2025,SCH-0582,4,291,277,1,Class Teacher
ATT0017453,04-12-2025,SCH-0058,1,216,204,0,Headmaster
ATT0005918,01-03-2026,SCH-0507,3,44,44,1,Not Recorded
ATT0017386,02-10-2025,SCH-0241,3,54,43,0,Admin
ATT0019362,12-08-2025,SCH-0045,4,100,72,1,Headmaster
ATT0005025,28-05-2025,SCH-0543,4,217,210,1,Clerk
ATT0012271,15-05-2025,SCH-0056,3,226,145,1,Headmaster
ATT0001659,10-09-2025,SCH-0040,10,77,73,0,Class Teacher
ATT0000213,01-11-2025,SCH-0358,8,123,78,0,Headmaster
ATT0017292,23-05-2025,SCH-0254,3,265,223,1,Headmaster
ATT0013469,23-03-2026,SCH-0014,3,234,207,1,Clerk
ATT0004420,29-01-2026,SCH-0160,5,183,164,1,Not Recorded
ATT0010251,05-08-2025,SCH-0157,7,56,37,1,Headmaster
ATT0005194,05-09-2025,SCH-0017,10,165,138,1,Not Recorded
ATT0009552,25-01-2026,SCH-0422,1,296,296,1,Class Teacher
ATT0008527,15-10-2025,SCH-0042,3,294,208,1,Headmaster
ATT0002167,05-08-2025,SCH-0080,7,223,195,1,Class Teacher
ATT0003111,26-02-2026,SCH-0207,1,288,250,1,Class Teacher
ATT0000793,11-06-2025,SCH-0507,3,293,282,0,Headmaster
ATT0000234,17-10-2025,SCH-0094,4,106,98,1,Headmaster
ATT0015113,05-02-2026,SCH-0557,6,48,33,0,Headmaster
ATT0014367,08-11-2025,SCH-0129,2,290,271,1,Class Teacher
ATT0017526,09-12-2025,SCH-0468,4,287,187,1,Clerk
ATT0000210,19-12-2025,SCH-0147,10,199,163,1,Not Recorded
ATT0009331,12-12-2025,SCH-0547,5,187,200,1,Not Recorded
ATT0014841,22-01-2026,SCH-0567,1,128,120,1,Class Teacher
ATT0004741,06-02-2026,SCH-0368,1,151,90,0,Not Recorded
ATT0004499,19-04-2025,SCH-0561,7,257,250,1,Class Teacher
ATT0012572,12-06-2025,SCH-0150,7,118,76,0,Headmaster
ATT0009506,04-03-2026,SCH-0121,5,86,81,1,Admin
ATT0002414,09-06-2025,SCH-0400,3,56,43,1,Headmaster
ATT0006599,06-08-2025,SCH-0476,6,75,49,1,Not Recorded
ATT0018606,23-06-2025,SCH-0244,5,88,60,1,Not Recorded
ATT0014016,03-02-2026,SCH-0073,1,206,160,1,Headmaster
ATT0011015,05-06-2025,SCH-0439,3,249,233,1,Not Recorded
ATT0000835,23-03-2026,SCH-0535,4,222,196,1,Class Teacher
ATT0009064,09-08-2025,SCH-0554,10,286,211,0,Class Teacher
ATT0008075,04-08-2025,SCH-0089,1,139,105,1,Clerk
ATT0013693,16-11-2025,SCH-0408,4,135,135,1,Class Teacher
ATT0009456,29-10-2025,SCH-0138,5,290,290,1,Not Recorded
ATT0009811,10-01-2026,SCH-0471,1,242,193,1,Admin
ATT0006036,13-04-2025,SCH-0221,2,131,131,1,Class Teacher
ATT0010607,22-07-2025,SCH-0506,5,224,198,1,Headmaster
ATT0014205,14-11-2025,SCH-0368,4,153,124,0,Headmaster
ATT0001221,09-02-2026,SCH-0013,6,229,175,1,Headmaster
ATT0009958,04-04-2025,SCH-0321,5,216,141,1,Headmaster
ATT0018892,09-12-2025,SCH-0120,6,89,85,1,Admin
ATT0006553,11-11-2025,SCH-0300,3,206,187,1,Headmaster
ATT0011376,18-09-2025,SCH-0223,2,69,54,0,Admin
ATT0001388,23-05-2025,SCH-0203,4,169,158,1,Admin
ATT0002002,24-11-2025,SCH-0134,5,130,97,1,Clerk
ATT0005610,24-03-2026,SCH-0384,7,82,55,1,Clerk
ATT0011908,09-10-2025,SCH-0335,6,113,128,1,Not Recorded
ATT0004582,23-12-2025,SCH-0545,1,175,162,1,Headmaster
ATT0013434,14-12-2025,SCH-0154,3,94,94,0,Admin
ATT0009678,23-07-2025,SCH-0537,5,218,140,1,Class Teacher
ATT0002831,19-01-2026,SCH-0069,9,198,125,0,Clerk
ATT0002524,15-09-2025,SCH-0062,1,121,95,1,Not Recorded
ATT0014943,02-10-2025,SCH-0061,1,165,133,1,Clerk
ATT0007260,22-01-2026,SCH-0419,2,219,161,0,Class Teacher
ATT0019547,29-07-2025,SCH-0007,5,261,270,0,Not Recorded
ATT0018724,13-06-2025,SCH-0253,4,281,268,0,Clerk
ATT0003079,24-07-2025,SCH-0429,4,144,90,0,Admin
ATT0007461,01-11-2025,SCH-0251,4,187,164,0,Headmaster
ATT0013115,03-07-2025,SCH-0412,4,186,126,0,Headmaster
ATT0016606,10-07-2025,SCH-0412,2,42,33,1,Admin
ATT0004783,11-08-2025,SCH-0463,4,160,141,1,Not Recorded
ATT0017121,09-12-2025,SCH-0479,1,162,120,1,Admin
ATT0004382,28-04-2025,SCH-0129,5,143,94,0,Class Teacher
ATT0017941,04-11-2025,SCH-0014,9,221,139,1,Class Teacher
ATT0012697,07-06-2025,SCH-0375,5,189,115,0,Headmaster
ATT0014624,12-08-2025,SCH-0094,1,247,211,1,Admin
ATT0006405,09-08-2025,SCH-0167,8,128,103,1,Headmaster
ATT0007643,13-11-2025,SCH-0015,1,231,238,0,Headmaster
ATT0008068,15-06-2025,SCH-0385,10,277,187,1,Class Teacher
ATT0006453,04-03-2026,SCH-0285,4,296,256,1,Headmaster
ATT0003309,08-01-2026,SCH-0015,2,46,27,1,Admin
ATT0002166,10-03-2026,SCH-0332,9,246,208,1,Admin
ATT0008810,14-04-2025,SCH-0175,7,93,74,1,Headmaster
ATT0008467,27-04-2025,SCH-0297,8,299,232,0,Clerk
ATT0003804,04-11-2025,SCH-0266,4,171,111,1,Admin
ATT0015622,22-05-2025,SCH-0358,4,137,83,1,Clerk
ATT0018806,25-08-2025,SCH-0558,4,70,54,1,Not Recorded
ATT0015119,01-07-2025,SCH-0450,4,89,83,0,Headmaster
ATT0010619,01-03-2026,SCH-0090,8,251,251,1,Not Recorded
ATT0016140,02-12-2025,SCH-0035,2,182,189,1,Not Recorded
ATT0019620,07-12-2025,SCH-0177,8,285,242,1,Class Teacher
ATT0019689,20-08-2025,SCH-0013,7,161,101,1,Headmaster
ATT0007638,11-06-2025,SCH-0045,6,274,233,1,Clerk
ATT0010123,17-06-2025,SCH-0183,8,280,241,1,Class Teacher
ATT0010197,19-02-2026,SCH-0395,1,70,86,1,Class Teacher
ATT0016170,23-01-2026,SCH-0204,4,158,131,1,Headmaster
ATT0010620,08-01-2026,SCH-0267,5,164,139,0,Not Recorded
ATT0011240,13-09-2025,SCH-0356,4,188,135,0,Not Recorded
ATT0014188,10-03-2026,SCH-0331,8,244,235,0,Not Recorded
ATT0001387,03-04-2025,SCH-0418,5,232,223,1,Headmaster
ATT0018420,02-09-2025,SCH-0584,1,92,87,1,Headmaster
ATT0016542,23-04-2025,SCH-0399,1,222,196,1,Headmaster
ATT0012816,20-02-2026,SCH-0301,2,108,98,1,Admin
ATT0017966,12-06-2025,SCH-0205,2,81,70,1,Clerk
ATT0016175,01-01-2026,SCH-0414,7,221,184,1,Admin
ATT0003096,28-09-2025,SCH-0312,4,285,285,1,Admin
ATT0013811,09-03-2026,SCH-0095,3,111,84,0,Headmaster
ATT0003286,09-04-2025,SCH-0515,7,71,60,1,Not Recorded
ATT0009931,29-05-2025,SCH-0319,7,103,85,1,Not Recorded
ATT0009167,10-08-2025,SCH-0098,6,197,197,1,Headmaster
ATT0014984,23-01-2026,SCH-0034,3,287,244,1,Headmaster
ATT0007848,19-09-2025,SCH-0155,9,278,285,1,Not Recorded
ATT0001314,07-10-2025,SCH-0526,8,256,228,1,Headmaster
ATT0010086,12-01-2026,SCH-0098,3,204,177,1,Class Teacher
ATT0015699,17-12-2025,SCH-0446,4,146,98,1,Class Teacher
ATT0008421,24-09-2025,SCH-0166,2,246,213,1,Class Teacher
ATT0011096,07-10-2025,SCH-0588,1,104,91,0,Headmaster
ATT0014361,24-02-2026,SCH-0306,2,190,155,0,Headmaster
ATT0017471,17-01-2026,SCH-0296,4,195,195,1,Not Recorded
ATT0011526,24-02-2026,SCH-0482,2,249,236,1,Not Recorded
ATT0018113,24-03-2026,SCH-0474,4,213,205,1,Not Recorded
ATT0011246,26-11-2025,SCH-0245,5,244,149,1,Class Teacher
ATT0009632,30-01-2026,SCH-0312,7,165,161,0,Admin
ATT0005073,12-03-2026,SCH-0462,6,79,54,1,Class Teacher
ATT0009374,14-04-2025,SCH-0301,4,233,162,0,Headmaster
ATT0013941,20-04-2025,SCH-0596,2,266,230,1,Headmaster
ATT0004750,07-05-2025,SCH-0438,3,161,171,1,Admin
ATT0015721,16-10-2025,SCH-0513,10,167,146,1,Headmaster
ATT0002270,26-07-2025,SCH-0127,5,219,169,1,Headmaster
ATT0014418,24-08-2025,SCH-0344,4,131,131,1,Headmaster
ATT0014724,13-01-2026,SCH-0127,2,159,126,0,Class Teacher
,24-08-2025,SCH-0333,5,63,63,1,Headmaster
ATT0019744,10-11-2025,SCH-0365,8,119,103,1,Headmaster
ATT0008599,26-10-2025,SCH-0382,6,123,123,1,Not Recorded
ATT0001423,12-05-2025,SCH-0092,5,52,44,1,Headmaster
ATT0018906,09-06-2025,SCH-0312,2,83,83,1,Clerk
ATT0001858,28-03-2026,SCH-0516,4,102,62,1,Headmaster
ATT0019117,04-03-2026,SCH-0501,4,293,285,1,Admin
ATT0019332,31-07-2025,SCH-0041,4,166,132,1,Headmaster
ATT0015085,07-04-2025,SCH-0265,7,63,44,1,Admin
ATT0010307,04-06-2025,SCH-0173,10,197,183,0,Admin
ATT0013713,16-07-2025,SCH-0435,1,180,149,0,Class Teacher
ATT0001542,28-10-2025,SCH-0167,8,208,216,1,Headmaster
,28-06-2025,SCH-0092,6,135,98,1,Clerk
ATT0007263,09-01-2026,SCH-0324,1,169,136,0,Headmaster
ATT0010795,16-12-2025,SCH-0572,5,186,176,1,Not Recorded
,07-12-2025,SCH-0443,10,187,136,1,Not Recorded
ATT0004608,03-06-2025,SCH-0152,6,232,215,1,Not Recorded
ATT0018792,30-03-2026,SCH-0059,5,243,232,1,Clerk
ATT0008435,27-02-2026,SCH-0355,3,44,35,1,Clerk
ATT0007112,09-11-2025,SCH-0533,3,179,179,1,Headmaster
ATT0014620,07-07-2025,SCH-0576,4,104,66,0,Headmaster
ATT0005539,05-09-2025,SCH-0592,3,192,136,1,Not Recorded
ATT0004467,10-09-2025,SCH-0266,3,103,65,0,Admin
ATT0017443,20-02-2026,SCH-0430,8,295,236,0,Class Teacher
ATT0005253,28-02-2026,SCH-0178,9,102,94,0,Class Teacher
ATT0009038,22-07-2025,SCH-0387,1,300,264,1,Class Teacher
ATT0010204,04-07-2025,SCH-0266,1,189,115,1,Class Teacher
ATT0009476,24-12-2025,SCH-0199,9,134,124,0,Clerk
ATT0009285,28-06-2025,SCH-0276,2,200,155,1,Not Recorded
ATT0013065,15-07-2025,SCH-0110,5,108,116,1,Headmaster
ATT0016382,24-04-2025,SCH-0548,3,185,137,1,Admin
ATT0007648,11-01-2026,SCH-0437,4,60,60,1,Headmaster
ATT0006124,16-05-2025,SCH-0136,4,300,183,0,Headmaster
ATT0008564,03-12-2025,SCH-0007,6,89,73,1,Class Teacher
ATT0003772,11-04-2025,SCH-0125,2,135,129,0,Headmaster
ATT0001110,26-08-2025,SCH-0326,2,282,243,1,Headmaster
ATT0004656,11-06-2025,SCH-0161,10,173,137,0,Clerk
ATT0018675,22-04-2025,SCH-0030,4,210,132,0,Not Recorded
ATT0009231,08-09-2025,SCH-0482,6,265,247,1,Headmaster
ATT0013133,07-02-2026,SCH-0092,10,202,151,1,Class Teacher
ATT0008213,16-11-2025,SCH-0495,2,62,62,1,Admin
ATT0014874,12-08-2025,SCH-0272,8,174,128,0,Clerk
ATT0008267,10-05-2025,SCH-0113,9,55,44,1,Class Teacher
ATT0007096,16-03-2026,SCH-0114,7,242,210,1,Clerk
ATT0009127,12-12-2025,SCH-0041,3,287,202,1,Not Recorded
ATT0012099,15-02-2026,SCH-0462,4,70,82,1,Clerk
ATT0011724,18-03-2026,SCH-0597,2,115,107,1,Class Teacher
ATT0011116,13-12-2025,SCH-0434,3,102,85,1,Headmaster
ATT0009919,03-05-2025,SCH-0595,1,271,233,0,Headmaster
ATT0017315,19-01-2026,SCH-0400,4,163,101,1,Clerk
ATT0009097,29-10-2025,SCH-0085,10,180,109,1,Headmaster
ATT0001738,13-03-2026,SCH-0577,4,158,141,1,Clerk
ATT0017352,14-01-2026,SCH-0291,5,109,93,1,Class Teacher
ATT0012912,03-11-2025,SCH-0146,3,177,187,1,Clerk
ATT0000562,10-07-2025,SCH-0382,4,295,228,0,Not Recorded
ATT0013594,19-01-2026,SCH-0409,3,241,231,1,Not Recorded
ATT0003346,09-05-2025,SCH-0077,1,234,140,0,Class Teacher
ATT0011493,08-03-2026,SCH-0140,8,288,288,1,Class Teacher
ATT0009355,21-06-2025,SCH-0400,5,269,244,1,Headmaster
ATT0009629,09-07-2025,SCH-0186,2,112,106,1,Not Recorded
ATT0011912,27-02-2026,SCH-0138,4,155,122,1,Clerk
ATT0008315,09-09-2025,SCH-0241,6,137,131,0,Not Recorded
ATT0009720,17-11-2025,SCH-0286,1,180,169,1,Class Teacher
ATT0016402,02-10-2025,SCH-0330,5,95,60,0,Class Teacher
ATT0014269,24-05-2025,SCH-0570,9,43,36,1,Class Teacher
ATT0019564,15-04-2025,SCH-0110,3,211,147,1,Headmaster
ATT0000059,09-01-2026,SCH-0470,7,84,63,1,Not Recorded
ATT0017551,04-01-2026,SCH-0505,10,204,204,1,Clerk
ATT0014616,06-08-2025,SCH-0137,5,58,56,1,Not Recorded
ATT0008406,23-05-2025,SCH-0057,2,95,61,1,Headmaster
ATT0010484,02-09-2025,SCH-0519,5,235,199,1,Not Recorded
ATT0004180,12-07-2025,SCH-0160,3,57,77,0,Headmaster
ATT0014607,11-01-2026,SCH-0499,6,80,64,0,Headmaster
ATT0016682,19-10-2025,SCH-0122,3,135,135,1,Not Recorded
ATT0003691,19-08-2025,SCH-0136,9,286,188,1,Headmaster
ATT0001650,13-04-2025,SCH-0157,5,82,82,1,Admin
ATT0004637,06-10-2025,SCH-0045,6,86,82,0,Not Recorded
ATT0002511,04-11-2025,SCH-0543,1,268,250,1,Headmaster
ATT0004611,12-12-2025,SCH-0561,7,88,81,0,Admin
ATT0009829,07-09-2025,SCH-0567,4,205,205,1,Not Recorded
ATT0000939,11-11-2025,SCH-0083,8,135,110,1,Not Recorded
ATT0015190,01-08-2025,SCH-0325,6,108,78,1,Clerk
ATT0000396,15-07-2025,SCH-0102,4,78,75,1,Headmaster
ATT0016076,14-02-2026,SCH-0042,5,41,37,1,Not Recorded
ATT0017600,12-04-2025,SCH-0080,4,194,165,1,Headmaster
ATT0010340,26-05-2025,SCH-0251,4,208,131,1,Not Recorded
ATT0015693,10-06-2025,SCH-0373,10,110,84,0,Clerk
ATT0011760,18-07-2025,SCH-0481,2,178,147,1,Headmaster
ATT0003871,14-02-2026,SCH-0019,7,214,184,0,Admin
ATT0010175,16-01-2026,SCH-0165,3,84,70,1,Admin
ATT0006353,07-03-2026,SCH-0503,2,272,198,1,Admin
ATT0002908,01-10-2025,SCH-0431,9,50,66,1,Clerk
ATT0010293,03-01-2026,SCH-0183,2,201,137,1,Headmaster
ATT0016854,06-09-2025,SCH-0567,1,227,184,1,Clerk
ATT0011731,24-02-2026,SCH-0109,3,300,268,1,Class Teacher
ATT0005994,03-07-2025,SCH-0511,5,106,72,0,Class Teacher
ATT0016241,12-06-2025,SCH-0550,2,158,98,1,Clerk
ATT0019815,17-01-2026,SCH-0328,6,163,133,1,Not Recorded
ATT0004416,07-07-2025,SCH-0275,5,283,259,1,Admin
ATT0018254,23-06-2025,SCH-0494,3,135,114,1,Clerk
ATT0017811,04-08-2025,SCH-0434,6,90,61,0,Admin
ATT0017126,03-11-2025,SCH-0371,2,203,164,0,Headmaster
ATT0010010,31-03-2026,SCH-0120,5,75,56,1,Admin
ATT0011301,12-12-2025,SCH-0186,10,292,285,1,Headmaster
ATT0017401,15-03-2026,SCH-0516,3,208,150,1,Admin
ATT0003950,13-05-2025,SCH-0532,6,111,68,1,Headmaster
ATT0002208,12-03-2026,SCH-0482,3,287,243,1,Headmaster
ATT0014034,26-06-2025,SCH-0355,3,238,155,0,Headmaster
ATT0002073,10-05-2025,SCH-0293,2,47,36,0,Clerk
ATT0012123,18-10-2025,SCH-0314,7,202,122,1,Clerk
ATT0005823,21-06-2025,SCH-0227,4,178,165,0,Headmaster
ATT0019657,25-03-2026,SCH-0585,8,73,58,0,Headmaster
ATT0014581,26-10-2025,SCH-0479,2,153,104,0,Headmaster
ATT0003514,03-02-2026,SCH-0368,3,127,89,0,Admin
ATT0011008,13-03-2026,SCH-0040,10,59,46,1,Headmaster
ATT0017284,22-05-2025,SCH-0313,3,270,183,1,Admin
ATT0014668,14-05-2025,SCH-0382,1,196,183,0,Clerk
ATT0014098,09-08-2025,SCH-0472,9,192,175,1,Admin
ATT0007965,06-09-2025,SCH-0455,8,222,165,1,Admin
ATT0005087,20-04-2025,SCH-0225,5,236,243,1,Admin
ATT0007483,10-03-2026,SCH-0356,3,230,182,1,Headmaster
ATT0018464,17-11-2025,SCH-0051,2,273,232,1,Clerk
ATT0014953,13-03-2026,SCH-0310,1,248,195,1,Admin
ATT0000767,13-10-2025,SCH-0294,10,193,143,1,Not Recorded
ATT0014748,27-02-2026,SCH-0418,8,284,270,1,Clerk
ATT0003783,20-09-2025,SCH-0375,10,291,250,1,Admin
ATT0017684,19-08-2025,SCH-0288,7,45,41,0,Clerk
ATT0009337,04-04-2025,SCH-0068,9,214,153,1,Class Teacher
ATT0019663,15-10-2025,SCH-0025,5,163,122,0,Admin
ATT0010703,29-01-2026,SCH-0411,9,297,205,1,Headmaster
ATT0013820,05-04-2025,SCH-0429,8,132,124,1,Class Teacher
ATT0010466,20-05-2025,SCH-0290,7,128,120,1,Admin
ATT0002861,31-10-2025,SCH-0550,2,217,182,1,Headmaster
ATT0001222,04-06-2025,SCH-0053,1,96,88,1,Not Recorded
